LShankACCX,LShankACCY,LShankACCZ,LShankGYROX,LShankGYROY,LShankGYROZ,RShankACCX,RShankACCY,RShankACCZ,RShankGYROX,RShankGYROY,RShankGYROZ,WaistACCX,WaistACCY,WaistACCZ,WaistGYROX,WaistGYROY,WaistGYROZ,ArmACCX,ArmACCY,ArmACCZ,ArmGYROX,ArmGYROY,ArmGYROZ,SC
7764,-779,-3462,-109,-12,-5,7764,-779,-3462,-109,-12,-5,-650,5371,5991,56,37,9,-650,5371,5991,56,37,9,1619
7782,-747,-3442,-110,-12,-1,7782,-747,-3442,-110,-12,-1,-607,5369,5932,58,44,2,-607,5369,5932,58,44,2,1615
7774,-752,-3422,-110,-12,-3,7774,-752,-3422,-110,-12,-3,-614,5394,5995,74,83,-10,-614,5394,5995,74,83,-10,1616
7754,-774,-3453,-106,-13,-3,7754,-774,-3453,-106,-13,-3,-636,5333,5940,72,59,-3,-636,5333,5940,72,59,-3,1620
7767,-775,-3449,-105,-17,-5,7767,-775,-3449,-105,-17,-5,-625,5313,5968,56,58,14,-625,5313,5968,56,58,14,1620
7775,-764,-3455,-105,-17,-4,7775,-764,-3455,-105,-17,-4,-625,5316,5951,54,56,18,-625,5316,5951,54,56,18,1620
7783,-771,-3460,-106,-13,-4,7783,-771,-3460,-106,-13,-4,-629,5349,5946,74,41,-13,-629,5349,5946,74,41,-13,1620
7766,-788,-3456,-118,-7,0,7766,-788,-3456,-118,-7,0,-667,5304,5987,52,53,14,-667,5304,5987,52,53,14,1620
7745,-781,-3468,-114,-13,-3,7745,-781,-3468,-114,-13,-3,-673,5340,6007,42,52,13,-673,5340,6007,42,52,13,1624
7783,-750,-3432,-112,-12,-3,7783,-750,-3432,-112,-12,-3,-652,5338,5969,20,47,34,-652,5338,5969,20,47,34,1615
7754,-768,-3467,-109,-11,-4,7754,-768,-3467,-109,-11,-4,-688,5321,5952,48,42,3,-688,5321,5952,48,42,3,1621
7766,-771,-3479,-107,-16,-3,7766,-771,-3479,-107,-16,-3,-667,5400,5951,25,48,24,-667,5400,5951,25,48,24,1620
7754,-774,-3439,-115,-11,-4,7754,-774,-3439,-115,-11,-4,-620,5364,5969,57,29,17,-620,5364,5969,57,29,17,1613
7738,-766,-3438,-116,-7,-1,7738,-766,-3438,-116,-7,-1,-628,5381,5954,51,54,3,-628,5381,5954,51,54,3,1622
7765,-778,-3454,-116,-11,-4,7765,-778,-3454,-116,-11,-4,-673,5312,5972,40,45,14,-673,5312,5972,40,45,14,1622
7755,-767,-3484,-113,-11,-3,7755,-767,-3484,-113,-11,-3,-649,5364,5964,50,25,9,-649,5364,5964,50,25,9,1621
7777,-760,-3446,-109,-14,-4,7777,-760,-3446,-109,-14,-4,-610,5313,5906,67,54,1,-610,5313,5906,67,54,1,1614
7767,-751,-3460,-107,-13,-3,7767,-751,-3460,-107,-13,-3,-606,5326,5936,70,63,-4,-606,5326,5936,70,63,-4,1618
7759,-748,-3443,-110,-13,-3,7759,-748,-3443,-110,-13,-3,-606,5379,5945,60,33,14,-606,5379,5945,60,33,14,1613
7774,-771,-3427,-108,-13,-3,7774,-771,-3427,-108,-13,-3,-603,5348,5971,71,83,-9,-603,5348,5971,71,83,-9,1616
7772,-754,-3461,-108,-12,-2,7772,-754,-3461,-108,-12,-2,-618,5341,5954,70,64,-6,-618,5341,5954,70,64,-6,1618
7781,-764,-3489,-109,-14,-5,7781,-764,-3489,-109,-14,-5,-627,5297,5924,64,47,-4,-627,5297,5924,64,47,-4,1621
7764,-771,-3466,-108,-10,-3,7764,-771,-3466,-108,-10,-3,-660,5343,5952,56,52,2,-660,5343,5952,56,52,2,1620
7758,-773,-3448,-107,-12,-3,7758,-773,-3448,-107,-12,-3,-636,5364,5976,52,64,4,-636,5364,5976,52,64,4,1621
7779,-760,-3450,-112,-10,-4,7779,-760,-3450,-112,-10,-4,-656,5352,5948,53,51,16,-656,5352,5948,53,51,16,1622
7762,-771,-3473,-107,-11,-2,7762,-771,-3473,-107,-11,-2,-668,5376,5948,49,51,16,-668,5376,5948,49,51,16,1620
7743,-773,-3463,-110,-12,-3,7743,-773,-3463,-110,-12,-3,-652,5360,5978,61,50,14,-652,5360,5978,61,50,14,1611
7759,-769,-3491,-113,-11,-3,7759,-769,-3491,-113,-11,-3,-652,5368,5960,50,25,9,-652,5368,5960,50,25,9,1621
7755,-773,-3443,-109,-14,-4,7755,-773,-3443,-109,-14,-4,-623,5282,5886,29,47,23,-623,5282,5886,29,47,23,1618
7774,-774,-3473,-116,-11,-1,7774,-774,-3473,-116,-11,-1,-676,5354,5953,45,50,9,-676,5354,5953,45,50,9,1622
7748,-773,-3476,-111,-11,-2,7748,-773,-3476,-111,-11,-2,-623,5300,5912,42,41,21,-623,5300,5912,42,41,21,1615
7758,-798,-3443,-112,-12,-3,7758,-798,-3443,-112,-12,-3,-667,5387,5984,63,77,2,-667,5387,5984,63,77,2,1622
7764,-765,-3409,-107,-14,-2,7764,-765,-3409,-107,-14,-2,-625,5359,5974,52,33,14,-625,5359,5974,52,33,14,1613
7766,-773,-3450,-109,-12,-3,7766,-773,-3450,-109,-12,-3,-669,5317,5964,53,48,14,-669,5317,5964,53,48,14,1625
7766,-772,-3442,-114,-10,-2,7766,-772,-3442,-114,-10,-2,-649,5347,6004,36,38,15,-649,5347,6004,36,38,15,1621
7760,-787,-3489,-110,-13,-2,7760,-787,-3489,-110,-13,-2,-671,5382,5959,54,56,9,-671,5382,5959,54,56,9,1625
7765,-785,-3458,-112,-12,-4,7765,-785,-3458,-112,-12,-4,-661,5319,5940,47,42,14,-661,5319,5940,47,42,14,1621
7757,-802,-3419,-110,-11,-6,7757,-802,-3419,-110,-11,-6,-658,5397,5958,65,57,-1,-658,5397,5958,65,57,-1,1620
7760,-772,-3445,-105,-16,-5,7760,-772,-3445,-105,-16,-5,-633,5323,5953,57,58,13,-633,5323,5953,57,58,13,1620
7757,-757,-3437,-108,-12,-3,7757,-757,-3437,-108,-12,-3,-663,5339,5943,54,41,3,-663,5339,5943,54,41,3,1625
7774,-764,-3427,-108,-13,-1,7774,-764,-3427,-108,-13,-1,-638,5355,6004,73,60,13,-638,5355,6004,73,60,13,1621
7731,-780,-3442,-109,-13,-4,7731,-780,-3442,-109,-13,-4,-622,5281,5916,67,45,0,-622,5281,5916,67,45,0,1618
7760,-762,-3463,-107,-14,-2,7760,-762,-3463,-107,-14,-2,-627,5324,5906,45,44,25,-627,5324,5906,45,44,25,1620
7739,-790,-3437,-117,-9,-4,7739,-790,-3437,-117,-9,-4,-654,5340,5945,53,40,1,-654,5340,5945,53,40,1,1617
7752,-763,-3457,-113,-12,-2,7752,-763,-3457,-113,-12,-2,-625,5416,5967,57,52,-6,-625,5416,5967,57,52,-6,1615
7766,-772,-3451,-105,-13,-3,7766,-772,-3451,-105,-13,-3,-625,5328,5901,60,57,11,-625,5328,5901,60,57,11,1611
7773,-778,-3457,-114,-13,0,7773,-778,-3457,-114,-13,0,-632,5341,5998,55,60,4,-632,5341,5998,55,60,4,1618
7767,-778,-3465,-107,-13,-3,7767,-778,-3465,-107,-13,-3,-630,5339,5971,55,28,12,-630,5339,5971,55,28,12,1621
7785,-773,-3458,-111,-11,-2,7785,-773,-3458,-111,-11,-2,-671,5373,5952,55,43,6,-671,5373,5952,55,43,6,1624
7790,-753,-3474,-108,-15,-5,7790,-753,-3474,-108,-15,-5,-690,5319,5951,57,57,13,-690,5319,5951,57,57,13,1624
7765,-783,-3435,-114,-11,-1,7765,-783,-3435,-114,-11,-1,-634,5309,5983,33,40,15,-634,5309,5983,33,40,15,1621
7774,-766,-3486,-106,-15,-3,7774,-766,-3486,-106,-15,-3,-676,5335,5937,50,50,7,-676,5335,5937,50,50,7,1624
7747,-761,-3457,-110,-12,-3,7747,-761,-3457,-110,-12,-3,-641,5407,5991,67,57,-5,-641,5407,5991,67,57,-5,1621
7756,-779,-3465,-108,-12,-3,7756,-779,-3465,-108,-12,-3,-690,5371,5919,44,51,16,-690,5371,5919,44,51,16,1622
7757,-732,-3442,-112,-11,-3,7757,-732,-3442,-112,-11,-3,-626,5415,5994,75,81,-10,-626,5415,5994,75,81,-10,1616
7774,-764,-3431,-109,-14,-2,7774,-764,-3431,-109,-14,-2,-628,5332,5981,69,70,7,-628,5332,5981,69,70,7,1618
7780,-766,-3428,-109,-13,-1,7780,-766,-3428,-109,-13,-1,-669,5329,5962,69,54,4,-669,5329,5962,69,54,4,1621
7775,-756,-3431,-108,-14,-3,7775,-756,-3431,-108,-14,-3,-607,5324,5933,71,67,3,-607,5324,5933,71,67,3,1618
7760,-751,-3450,-108,-14,-4,7760,-751,-3450,-108,-14,-4,-616,5364,5948,25,39,30,-616,5364,5948,25,39,30,1620
7752,-749,-3471,-108,-12,-1,7752,-749,-3471,-108,-12,-1,-673,5374,5941,50,50,17,-673,5374,5941,50,50,17,1620
7766,-770,-3428,-112,-13,-4,7766,-770,-3428,-112,-13,-4,-652,5340,5969,54,42,19,-652,5340,5969,54,42,19,1621
7759,-749,-3440,-115,-13,-3,7759,-749,-3440,-115,-13,-3,-651,5353,5988,58,44,11,-651,5353,5988,58,44,11,1620
7722,-770,-3490,-110,-11,-5,7722,-770,-3490,-110,-11,-5,-642,5377,5978,50,50,9,-642,5377,5978,50,50,9,1625
7771,-754,-3441,-111,-13,-4,7771,-754,-3441,-111,-13,-4,-691,5334,5933,45,63,16,-691,5334,5933,45,63,16,1620
7775,-754,-3435,-115,-7,-1,7775,-754,-3435,-115,-7,-1,-611,5334,5937,51,24,18,-611,5334,5937,51,24,18,1613
7773,-752,-3445,-108,-13,-3,7773,-752,-3445,-108,-13,-3,-617,5378,5980,79,52,-10,-617,5378,5980,79,52,-10,1620
7756,-763,-3476,-108,-12,-1,7756,-763,-3476,-108,-12,-1,-668,5376,5938,50,50,17,-668,5376,5938,50,50,17,1620
7771,-754,-3465,-111,-13,-2,7771,-754,-3465,-111,-13,-2,-617,5341,5927,34,54,23,-617,5341,5927,34,54,23,1620
7767,-767,-3460,-109,-15,-2,7767,-767,-3460,-109,-15,-2,-672,5356,5957,53,22,13,-672,5356,5957,53,22,13,1621
7757,-755,-3462,-108,-15,-4,7757,-755,-3462,-108,-15,-4,-652,5337,5940,62,48,-3,-652,5337,5940,62,48,-3,1620
7765,-749,-3425,-110,-11,-2,7765,-749,-3425,-110,-11,-2,-634,5291,5950,31,46,28,-634,5291,5950,31,46,28,1615
7766,-784,-3448,-110,-12,-2,7766,-784,-3448,-110,-12,-2,-615,5357,5979,53,61,7,-615,5357,5979,53,61,7,1618
7767,-772,-3470,-119,-5,-2,7767,-772,-3470,-119,-5,-2,-646,5380,5949,59,58,7,-646,5380,5949,59,58,7,1623
7750,-762,-3430,-109,-11,-3,7750,-762,-3430,-109,-11,-3,-626,5319,5942,69,65,6,-626,5319,5942,69,65,6,1616
7770,-777,-3456,-109,-13,-3,7770,-777,-3456,-109,-13,-3,-645,5351,5936,67,63,5,-645,5351,5936,67,63,5,1620
7760,-754,-3466,-108,-14,-4,7760,-754,-3466,-108,-14,-4,-609,5355,5972,40,43,32,-609,5355,5972,40,43,32,1618
7764,-776,-3435,-112,-12,-4,7764,-776,-3435,-112,-12,-4,-645,5355,5963,49,60,14,-645,5355,5963,49,60,14,1621
7769,-761,-3467,-110,-11,0,7769,-761,-3467,-110,-11,0,-664,5320,5962,57,51,10,-664,5320,5962,57,51,10,1624
7753,-789,-3488,-110,-12,-5,7753,-789,-3488,-110,-12,-5,-640,5355,5923,56,54,5,-640,5355,5923,56,54,5,1625
7774,-749,-3455,-109,-14,-2,7774,-749,-3455,-109,-14,-2,-617,5350,5960,54,46,-2,-617,5350,5960,54,46,-2,1615
7757,-761,-3449,-114,-12,-4,7757,-761,-3449,-114,-12,-4,-633,5395,5957,36,66,21,-633,5395,5957,36,66,21,1616
7758,-750,-3440,-107,-14,-2,7758,-750,-3440,-107,-14,-2,-627,5364,5918,57,54,13,-627,5364,5918,57,54,13,1611
7764,-757,-3446,-110,-12,-4,7764,-757,-3446,-110,-12,-4,-654,5362,5964,46,57,10,-654,5362,5964,46,57,10,1621
7776,-749,-3430,-105,-11,-3,7776,-749,-3430,-105,-11,-3,-657,5358,5972,67,65,-3,-657,5358,5972,67,65,-3,1616
7778,-763,-3454,-113,-11,-4,7778,-763,-3454,-113,-11,-4,-658,5357,5976,21,62,33,-658,5357,5976,21,62,33,1615
7756,-779,-3467,-109,-12,-3,7756,-779,-3467,-109,-12,-3,-690,5372,5923,45,51,15,-690,5372,5923,45,51,15,1622
7766,-760,-3472,-105,-15,-5,7766,-760,-3472,-105,-15,-5,-642,5346,5930,35,44,33,-642,5346,5930,35,44,33,1620
7753,-785,-3493,-111,-10,-4,7753,-785,-3493,-111,-10,-4,-646,5349,5930,56,54,7,-646,5349,5930,56,54,7,1625
7762,-743,-3449,-108,-11,-4,7762,-743,-3449,-108,-11,-4,-643,5374,5938,67,65,-2,-643,5374,5938,67,65,-2,1616
7775,-749,-3444,-111,-13,-3,7775,-749,-3444,-111,-13,-3,-622,5375,5974,76,51,-8,-622,5375,5974,76,51,-8,1620
7769,-777,-3471,-118,-5,-2,7769,-777,-3471,-118,-5,-2,-652,5381,5953,59,58,7,-652,5381,5953,59,58,7,1623
7764,-786,-3453,-110,-12,-4,7764,-786,-3453,-110,-12,-4,-629,5401,5918,75,48,-8,-629,5401,5918,75,48,-8,1620
7763,-772,-3442,-114,-11,-2,7763,-772,-3442,-114,-11,-2,-633,5358,5976,74,49,-9,-633,5358,5976,74,49,-9,1621
7748,-770,-3487,-108,-15,-4,7748,-770,-3487,-108,-15,-4,-647,5374,5975,67,75,-6,-647,5374,5975,67,75,-6,1616
7759,-786,-3497,-111,-12,-2,7759,-786,-3497,-111,-12,-2,-647,5339,5947,38,47,17,-647,5339,5947,38,47,17,1622
7753,-737,-3460,-108,-13,-3,7753,-737,-3460,-108,-13,-3,-682,5372,5953,51,49,18,-682,5372,5953,51,49,18,1620
7763,-758,-3456,-103,-13,-6,7763,-758,-3456,-103,-13,-6,-650,5412,5989,55,48,-7,-650,5412,5989,55,48,-7,1618
7757,-736,-3483,-109,-13,-4,7757,-736,-3483,-109,-13,-4,-586,5398,5941,50,56,8,-586,5398,5941,50,56,8,1615
7765,-769,-3462,-109,-12,-4,7765,-769,-3462,-109,-12,-4,-656,5319,5958,52,44,15,-656,5319,5958,52,44,15,1625
7797,-771,-3468,-109,-12,-2,7797,-771,-3468,-109,-12,-2,-691,5403,5938,53,43,5,-691,5403,5938,53,43,5,1624
7776,-786,-3464,-111,-11,-3,7776,-786,-3464,-111,-11,-3,-671,5304,5943,49,49,11,-671,5304,5943,49,49,11,1624
7765,-765,-3458,-106,-15,-4,7765,-765,-3458,-106,-15,-4,-637,5372,5975,67,51,5,-637,5372,5975,67,51,5,1620
7760,-764,-3439,-109,-13,-3,7760,-764,-3439,-109,-13,-3,-619,5350,5967,54,45,-3,-619,5350,5967,54,45,-3,1615
7775,-766,-3485,-110,-12,-3,7775,-766,-3485,-110,-12,-3,-662,5372,5962,35,52,18,-662,5372,5962,35,52,18,1622
7765,-761,-3463,-113,-11,-2,7765,-761,-3463,-113,-11,-2,-650,5361,5942,53,34,16,-650,5361,5942,53,34,16,1621
7758,-770,-3452,-111,-12,-1,7758,-770,-3452,-111,-12,-1,-645,5331,6025,67,71,7,-645,5331,6025,67,71,7,1618
7752,-770,-3486,-109,-13,-2,7752,-770,-3486,-109,-13,-2,-680,5372,5965,50,49,15,-680,5372,5965,50,49,15,1625
7763,-769,-3459,-107,-14,-4,7763,-769,-3459,-107,-14,-4,-595,5388,5969,63,25,0,-595,5388,5969,63,25,0,1612
7742,-773,-3442,-109,-12,-3,7742,-773,-3442,-109,-12,-3,-630,5319,5965,59,51,13,-630,5319,5965,59,51,13,1611
7760,-765,-3440,-107,-11,-4,7760,-765,-3440,-107,-11,-4,-609,5329,5957,69,82,-8,-609,5329,5957,69,82,-8,1616
7761,-743,-3456,-109,-12,-3,7761,-743,-3456,-109,-12,-3,-661,5376,6009,22,58,39,-661,5376,6009,22,58,39,1615
7772,-733,-3425,-109,-13,-3,7772,-733,-3425,-109,-13,-3,-672,5348,5972,42,44,15,-672,5348,5972,42,44,15,1621
7791,-756,-3445,-110,-14,-3,7791,-756,-3445,-110,-14,-3,-653,5353,5977,60,56,17,-653,5353,5977,60,56,17,1611
7791,-758,-3450,-107,-14,-3,7791,-758,-3450,-107,-14,-3,-654,5342,5941,70,75,4,-654,5342,5941,70,75,4,1622
7770,-751,-3469,-104,-17,-3,7770,-751,-3469,-104,-17,-3,-652,5358,5973,43,51,7,-652,5358,5973,43,51,7,1624
7769,-766,-3437,-110,-13,-1,7769,-766,-3437,-110,-13,-1,-635,5332,5999,69,71,7,-635,5332,5999,69,71,7,1618
7768,-770,-3424,-109,-11,-4,7768,-770,-3424,-109,-11,-4,-597,5419,5942,47,36,12,-597,5419,5942,47,36,12,1619
7787,-753,-3440,-109,-14,-3,7787,-753,-3440,-109,-14,-3,-653,5356,5974,60,56,16,-653,5356,5974,60,56,16,1611
7760,-783,-3403,-115,-8,-3,7760,-783,-3403,-115,-8,-3,-652,5399,5973,42,44,14,-652,5399,5973,42,44,14,1617
7775,-755,-3443,-108,-13,-3,7775,-755,-3443,-108,-13,-3,-616,5377,5972,79,52,-10,-616,5377,5972,79,52,-10,1620
7774,-762,-3469,-114,-10,-4,7774,-762,-3469,-114,-10,-4,-655,5380,5977,52,30,9,-655,5380,5977,52,30,9,1621
7758,-776,-3472,-111,-11,-4,7758,-776,-3472,-111,-11,-4,-684,5371,5950,45,50,14,-684,5371,5950,45,50,14,1622
7767,-769,-3442,-106,-15,-4,7767,-769,-3442,-106,-15,-4,-628,5374,5946,83,51,-18,-628,5374,5946,83,51,-18,1620
7757,-776,-3482,-108,-15,-5,7757,-776,-3482,-108,-15,-5,-646,5363,5977,66,74,-4,-646,5363,5977,66,74,-4,1616
7768,-774,-3436,-110,-11,-4,7768,-774,-3436,-110,-11,-4,-645,5314,5962,44,50,5,-645,5314,5962,44,50,5,1620
7742,-770,-3422,-111,-15,-4,7742,-770,-3422,-111,-15,-4,-682,5336,5914,44,63,14,-682,5336,5914,44,63,14,1622
7782,-756,-3434,-111,-11,-4,7782,-756,-3434,-111,-11,-4,-650,5353,5931,56,52,18,-650,5353,5931,56,52,18,1622
7779,-766,-3451,-114,-11,-2,7779,-766,-3451,-114,-11,-2,-638,5365,5943,56,33,16,-638,5365,5943,56,33,16,1621
7764,-760,-3458,-107,-13,-5,7764,-760,-3458,-107,-13,-5,-615,5354,5937,65,56,11,-615,5354,5937,65,56,11,1610
7775,-756,-3469,-114,-9,-3,7775,-756,-3469,-114,-9,-3,-655,5385,5996,54,30,9,-655,5385,5996,54,30,9,1621
7764,-747,-3444,-110,-15,-2,7764,-747,-3444,-110,-15,-2,-656,5360,5937,55,27,10,-656,5360,5937,55,27,10,1612
7749,-758,-3480,-113,-14,-2,7749,-758,-3480,-113,-14,-2,-665,5339,5914,41,42,8,-665,5339,5914,41,42,8,1622
7788,-752,-3406,-116,-10,-3,7788,-752,-3406,-116,-10,-3,-615,5335,5919,52,25,19,-615,5335,5919,52,25,19,1613
7757,-781,-3456,-105,-17,-3,7757,-781,-3456,-105,-17,-3,-658,5352,5955,44,45,8,-658,5352,5955,44,45,8,1622
7758,-778,-3463,-114,-10,-1,7758,-778,-3463,-114,-10,-1,-676,5346,5980,35,41,14,-676,5346,5980,35,41,14,1621
7756,-801,-3426,-110,-11,-6,7756,-801,-3426,-110,-11,-6,-663,5390,5951,62,57,-1,-663,5390,5951,62,57,-1,1620
7770,-792,-3459,-109,-13,-3,7770,-792,-3459,-109,-13,-3,-638,5352,5958,66,63,5,-638,5352,5958,66,63,5,1620
7768,-773,-3460,-105,-15,-6,7768,-773,-3460,-105,-15,-6,-638,5347,5927,38,44,31,-638,5347,5927,38,44,31,1620
7751,-776,-3452,-106,-13,-6,7751,-776,-3452,-106,-13,-6,-683,5395,5965,54,56,10,-683,5395,5965,54,56,10,1625
7757,-766,-3440,-111,-15,-4,7757,-766,-3440,-111,-15,-4,-613,5376,5958,78,64,-1,-613,5376,5958,78,64,-1,1614
7781,-760,-3478,-113,-11,-4,7781,-760,-3478,-113,-11,-4,-645,5377,5949,75,36,-14,-645,5377,5949,75,36,-14,1621
7746,-796,-3426,-116,-9,-2,7746,-796,-3426,-116,-9,-2,-653,5348,5973,42,52,18,-653,5348,5973,42,52,18,1620
7745,-771,-3438,-108,-14,-5,7745,-771,-3438,-108,-14,-5,-664,5320,5915,43,60,13,-664,5320,5915,43,60,13,1622
7788,-768,-3460,-110,-10,-1,7788,-768,-3460,-110,-10,-1,-668,5310,5954,65,48,9,-668,5310,5954,65,48,9,1625
7774,-762,-3462,-110,-15,-3,7774,-762,-3462,-110,-15,-3,-652,5393,5987,30,49,21,-652,5393,5987,30,49,21,1620
7760,-765,-3468,-116,-10,-3,7760,-765,-3468,-116,-10,-3,-661,5320,5965,43,45,12,-661,5320,5965,43,45,12,1622
7774,-764,-3434,-109,-16,-4,7774,-764,-3434,-109,-16,-4,-622,5285,5921,64,41,-2,-622,5285,5921,64,41,-2,1620
7763,-764,-3450,-108,-12,-3,7763,-764,-3450,-108,-12,-3,-641,5334,5955,59,35,14,-641,5334,5955,59,35,14,1621
7760,-756,-3465,-105,-10,-4,7760,-756,-3465,-105,-10,-4,-656,5351,5933,48,41,12,-656,5351,5933,48,41,12,1625
7763,-780,-3471,-107,-14,-1,7763,-780,-3471,-107,-14,-1,-674,5361,6010,37,36,14,-674,5361,6010,37,36,14,1624
7775,-749,-3462,-108,-12,-4,7775,-749,-3462,-108,-12,-4,-599,5370,5943,51,37,15,-599,5370,5943,51,37,15,1613
7776,-771,-3456,-112,-12,-3,7776,-771,-3456,-112,-12,-3,-627,5359,5960,74,49,-6,-627,5359,5960,74,49,-6,1620
7772,-769,-3468,-108,-13,-4,7772,-769,-3468,-108,-13,-4,-627,5369,5908,72,48,-4,-627,5369,5908,72,48,-4,1618
7766,-748,-3434,-108,-13,-4,7766,-748,-3434,-108,-13,-4,-626,5385,5967,58,38,18,-626,5385,5967,58,38,18,1613
7757,-771,-3446,-113,-11,-2,7757,-771,-3446,-113,-11,-2,-649,5367,5986,58,61,15,-649,5367,5986,58,61,15,1620
7761,-777,-3438,-117,-11,-3,7761,-777,-3438,-117,-11,-3,-621,5316,5965,62,54,8,-621,5316,5965,62,54,8,1616
7761,-773,-3446,-110,-11,-4,7761,-773,-3446,-110,-11,-4,-670,5312,5958,42,49,6,-670,5312,5958,42,49,6,1620
7774,-771,-3441,-109,-12,-4,7774,-771,-3441,-109,-12,-4,-627,5367,5965,72,32,-9,-627,5367,5965,72,32,-9,1622
7765,-750,-3462,-106,-16,-3,7765,-750,-3462,-106,-16,-3,-679,5334,5948,24,53,23,-679,5334,5948,24,53,23,1620
7744,-802,-3438,-108,-15,-4,7744,-802,-3438,-108,-15,-4,-652,5325,5979,64,58,7,-652,5325,5979,64,58,7,1623
7763,-750,-3479,-112,-9,0,7763,-750,-3479,-112,-9,0,-691,5380,5971,59,55,-1,-691,5380,5971,59,55,-1,1621
7774,-749,-3453,-108,-13,-3,7774,-749,-3453,-108,-13,-3,-612,5319,5913,66,52,5,-612,5319,5913,66,52,5,1614
7731,-775,-3486,-110,-11,-6,7731,-775,-3486,-110,-11,-6,-650,5378,5985,51,50,8,-650,5378,5985,51,50,8,1625
7756,-771,-3456,-107,-12,-3,7756,-771,-3456,-107,-12,-3,-634,5347,5950,74,60,-3,-634,5347,5950,74,60,-3,1620
7774,-748,-3455,-107,-13,-3,7774,-748,-3455,-107,-13,-3,-612,5321,5918,66,51,6,-612,5321,5918,66,51,6,1614
7780,-751,-3458,-105,-16,-3,7780,-751,-3458,-105,-16,-3,-634,5325,5939,50,50,23,-634,5325,5939,50,50,23,1620
7782,-793,-3459,-112,-11,-4,7782,-793,-3459,-112,-11,-4,-654,5356,5959,52,53,1,-654,5356,5959,52,53,1,1620
7777,-753,-3421,-102,-13,-4,7777,-753,-3421,-102,-13,-4,-639,5357,5973,66,63,-3,-639,5357,5973,66,63,-3,1616
7762,-774,-3457,-106,-14,-4,7762,-774,-3457,-106,-14,-4,-631,5330,5911,43,43,26,-631,5330,5911,43,43,26,1620
7765,-758,-3476,-104,-12,-4,7765,-758,-3476,-104,-12,-4,-600,5436,5977,61,44,-5,-600,5436,5977,61,44,-5,1618
7766,-785,-3449,-106,-14,-3,7766,-785,-3449,-106,-14,-3,-615,5370,5910,82,48,-21,-615,5370,5910,82,48,-21,1620
7755,-741,-3434,-109,-12,-3,7755,-741,-3434,-109,-12,-3,-644,5397,5948,70,61,0,-644,5397,5948,70,61,0,1616
7752,-746,-3482,-112,-12,-1,7752,-746,-3482,-112,-12,-1,-677,5318,5944,55,53,8,-677,5318,5944,55,53,8,1624
7781,-767,-3471,-110,-11,-4,7781,-767,-3471,-110,-11,-4,-637,5371,5958,73,33,-12,-637,5371,5958,73,33,-12,1621
7770,-792,-3467,-114,-8,-1,7770,-792,-3467,-114,-8,-1,-672,5379,5982,60,57,6,-672,5379,5982,60,57,6,1623
7772,-793,-3458,-120,-8,-2,7772,-793,-3458,-120,-8,-2,-663,5324,5975,58,55,8,-663,5324,5975,58,55,8,1623
7782,-745,-3421,-104,-11,-4,7782,-745,-3421,-104,-11,-4,-648,5361,5978,67,65,-4,-648,5361,5978,67,65,-4,1616
7748,-758,-3451,-108,-15,-5,7748,-758,-3451,-108,-15,-5,-666,5375,5951,67,50,5,-666,5375,5951,67,50,5,1620
7764,-769,-3441,-108,-14,-2,7764,-769,-3441,-108,-14,-2,-634,5334,5940,45,61,12,-634,5334,5940,45,61,12,1622
7775,-994,-3428,-110,-13,-4,7775,-994,-3428,-110,-13,-4,-661,5368,5936,44,45,14,-661,5368,5936,44,45,14,1621
7769,-759,-3457,-106,-14,-4,7769,-759,-3457,-106,-14,-4,-669,5300,5955,62,73,8,-669,5300,5955,62,73,8,1621
7757,-764,-3443,-112,-10,-3,7757,-764,-3443,-112,-10,-3,-632,5358,6006,19,57,40,-632,5358,6006,19,57,40,1615
7769,-758,-3425,-113,-11,-2,7769,-758,-3425,-113,-11,-2,-606,5359,5951,41,67,12,-606,5359,5951,41,67,12,1620
7755,-787,-3469,-107,-14,-4,7755,-787,-3469,-107,-14,-4,-666,5371,5938,43,44,19,-666,5371,5938,43,44,19,1620
7750,-758,-3466,-105,-13,-2,7750,-758,-3466,-105,-13,-2,-659,5393,5935,45,44,11,-659,5393,5935,45,44,11,1622
7768,-775,-3458,-111,-11,-2,7768,-775,-3458,-111,-11,-2,-665,5336,5949,39,49,19,-665,5336,5949,39,49,19,1620
7781,-780,-3470,-110,-10,-3,7781,-780,-3470,-110,-10,-3,-635,5338,5975,46,49,5,-635,5338,5975,46,49,5,1620
7746,-769,-3475,-108,-12,-4,7746,-769,-3475,-108,-12,-4,-662,5308,5961,54,43,3,-662,5308,5961,54,43,3,1621
7758,-758,-3464,-108,-14,-3,7758,-758,-3464,-108,-14,-3,-612,5345,5964,40,44,33,-612,5345,5964,40,44,33,1618
7775,-744,-3458,-108,-10,-4,7775,-744,-3458,-108,-10,-4,-644,5354,6013,30,50,30,-644,5354,6013,30,50,30,1617
7743,-780,-3465,-108,-14,-2,7743,-780,-3465,-108,-14,-2,-665,5351,5975,60,47,5,-665,5351,5975,60,47,5,1625
7750,-773,-3443,-113,-13,-4,7750,-773,-3443,-113,-13,-4,-668,5374,5956,71,80,0,-668,5374,5956,71,80,0,1621
7774,-746,-3431,-107,-11,-4,7774,-746,-3431,-107,-11,-4,-640,5346,6009,31,48,33,-640,5346,6009,31,48,33,1618
